"","gene.name","mean.exp","mean.disp","mean.disp2","opt.exp","opt.disp","opt.disp2"
"95","Optc",3.62907746964939,1.80081827113036,2.95846849308823,1.00000000000001,0.260672116257949,0.949137148047242
"96","Prelp",2.5143926642364,2.29546339765861,1.59144075082591,0.465940054495918,0.405994550408723,0.503178928247054
"97","Btg2",2.53659282845134,1.37290101940522,1.60349124629323,0.749318801089927,0.0762942779291553,0.584014532243422
"98","Adora1",4.51633215198577,4.8979500620024,1.25149271557174,0.985467756584935,0.900090826521356,0.346957311534971
"99","Kdm5b",0.667034173953584,1.99054842056947,1.58593753669184,0,0.262488646684834,0.530426884650324
"100","Ube2t",2.93978147474913,2.99986331229126,1.20925889951572,0.998183469573128,0.741144414168946,0.332425068119894
"101","Arl8a",0.851843853627834,1.85944264876208,1.03446447849644,0,0.209809264305178,0.250681198910084
"102","Nav1",2.57156162430407,2.17237144028806,2.23437766142269,0.811080835604006,0.257947320617622,0.867393278837431
"103","Csrp1",2.43753239588639,2.42775441834015,1.8258579424275,0.324250681198913,0.471389645776572,0.629427792915539
"104","Phlda3",2.48961922148861,2.86735653903023,3.23698053361574,0.484105358764765,0.813805631244333,0.988192552225262
"105","Kif21b",3.36861082762596,2.49170334574653,1.35777437567818,1.00000000000001,0.519527702089016,0.40871934604905
"106","Kif14",3.69803777555447,4.19888985541136,1.20220098970933,1.00000000000001,0.914623069936433,0.327883742052682
"107","Lhx9",3.14350790751953,2.50971555354339,1.07914620560817,1.00000000000001,0.529518619436881,0.264305177111719
"108","Aspm",3.8965840781364,2.90190714722123,1.12816493338928,1.00000000000001,0.677565849227983,0.306993642143509
"109","B3galt2",3.07849635542823,4.19681003737697,1.87598603348331,0.996366939146244,0.980018165304281,0.673024523160771
"110","Rgs2",2.21906809113539,1.45844149085807,2.60694512977721,0.0154405086285195,0.145322434150772,0.986376021798378
"111","Rgs13",3.66501062097853,4.22314346462148,1.23255038375859,0.846503178928258,0.815622161671218,0.366030881017261
"112","Brinp3",3.28567954718509,4.19532015951925,1.26137694277362,0.744777475022716,0.798365122615814,0.344232515894644
"113","Gm29398",2.93951172492112,3.72543048134646,1.33146924417973,0.617620345140788,0.690281562216175,0.377838328792011
"114","1700025G04Rik",1.41760962553904,2.95590647049187,2.90384955222697,0.00181653042688465,0.718437783832888,0.994550408719359
"115","Tsen15",2.37813496293828,2.23420233307952,1.25376278897944,0.0990009082652134,0.392370572207088,0.347865576748414
"116","Rgs8",1.80353061236236,1.88234141008604,1.68054137947276,0.126248864668483,0.195277020890101,0.560399636693921
"117","Rgs16",3.07376095892524,3.51973617633613,2.01538270609961,0.999091734786571,0.677565849227983,0.751135331516812
"118","Cacna1e",5.27134423920669,4.77810388133863,1.44758292614219,1.00000000000001,0.89009990917349,0.434150772025436
"119","Gm9530",1.6529590002424,2.18293404517288,1.25075990813959,0.224341507720256,0.372388737511357,0.340599455040875
"120","Ier5",0.500464503073886,1.0116875852461,1.11703900761244,0,0.0354223433242507,0.295186194368758
"121","Xpr1",0.675576622505715,1.11941288834959,1.2165976331822,0,0.0490463215258855,0.328792007266125
"122","Qsox1",3.65666623050322,4.32972930502053,1.38443782132673,0.771117166212544,0.817438692098103,0.413260672116262
"123","Ralgps2",1.35437706562992,2.06140568470068,2.31181291477446,0.000908265213442325,0.252497729336968,0.915531335149875
"124","Brinp2",1.73704826805749,1.89073630647332,1.35115235313638,0.169845594913715,0.305177111716624,0.401453224341512
"125","Pappa2",3.8366633710901,4.17172212357559,1.31874815715469,0.911898274296106,0.772933696639428,0.370572207084472
"126","4930523C07Rik",3.79459691454016,4.58346547587454,1.35735065116426,0.817438692098103,0.807447774750237,0.396003633060858
